model,direction,side,dataset,layer,normalized_depth,scope,rho,mer,pier,mer_gain,pier_gain,matrix_retention,embedded_retention,poi_corrections,poi_corruptions,poi_net_utility,total_intervention_energy,edited_positions_or_frames,mean_intervention_norm,mean_perturbation_norm,original_hidden_norm,relative_perturbation,edited_fraction,path
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,18,0.6666666666666666,oracle_local,0.5,0.2617801047120419,0.6666666666666666,0.0,-0.010101010101010055,0.9973082099596231,0.9705882352941176,0,1,-1,4685.181831359863,39,,120.13286747076573,269.3367086557242,0.4460322845346858,0.008210526315789474,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L18/Raw_decoder_L18_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,18,0.6666666666666666,global,0.5,0.4701570680628272,0.9292929292929293,-0.20837696335078532,-0.2727272727272727,0.901749663526245,0.20588235294117646,0,27,-27,35919.609130859375,2965,,12.114539335871628,25.309445041186894,0.47865685384081863,1.0,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L18/Raw_encoder_L18_global_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,18,0.6666666666666666,oracle_local,0.5,0.26596858638743454,0.6868686868686869,-0.004188481675392652,-0.030303030303030276,0.9878869448183042,0.9117647058823529,0,3,-3,7687.495510101318,636,,12.087257091354275,25.273110641623443,0.4782655076675531,0.21450252951096122,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L18/Raw_encoder_L18_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,19,0.7037037037037037,global,0.5,0.2712041884816754,0.7272727272727273,-0.009424083769633496,-0.07070707070707072,0.9892328398384926,0.7941176470588235,0,7,-7,145809.6343536377,902,,161.65147932775798,338.0276800185244,0.4782196514761728,0.18921753723515838,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L19/Raw_decoder_L19_global_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,19,0.7037037037037037,oracle_local,0.5,0.2607329842931937,0.6464646464646465,0.0010471204188481908,0.010101010101010055,1.0,1.0,1,0,1,6262.4835205078125,39,,160.57650052584134,340.3526282677284,0.471794507194252,0.008203618005889778,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L19/Raw_decoder_L19_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,19,0.7037037037037037,global,0.5,0.27015706806282724,0.6666666666666666,-0.00837696335078536,-0.010101010101010055,0.971736204576043,0.9117647058823529,2,3,-1,37031.170654296875,2965,,12.489433610218171,25.440936999779325,0.4909187743488576,1.0,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L19/Raw_encoder_L19_global_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,19,0.7037037037037037,oracle_local,0.5,0.2628272251308901,0.6565656565656566,-0.0010471204188481908,0.0,0.9919246298788694,1.0,0,0,0,7927.640518188477,636,,12.464843582057354,25.47480479426354,0.4893008477483685,0.21450252951096122,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L19/Raw_encoder_L19_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,20,0.7407407407407407,global,0.5,0.2607329842931937,0.6262626262626263,0.0010471204188481908,0.030303030303030276,0.9798115746971736,0.9411764705882353,5,2,3,190364.75747680664,896,,212.46066682679313,449.5166301727295,0.47264250656344753,0.18819575719386683,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L20/Raw_decoder_L20_global_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,20,0.7407407407407407,oracle_local,0.5,0.2649214659685864,0.6666666666666666,-0.003141361256544517,-0.010101010101010055,0.9946164199192463,0.9705882352941176,0,1,-1,8239.166442871094,39,,211.26067802233572,449.709477351262,0.4697714606030481,0.008203618005889778,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L20/Raw_decoder_L20_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,20,0.7407407407407407,global,0.5,0.2869109947643979,0.7373737373737373,-0.025130890052356025,-0.08080808080808077,0.9569313593539704,0.7647058823529411,0,8,-8,39044.8722076416,2965,,13.168590963791434,27.339728153736957,0.481665029357341,1.0,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L20/Raw_encoder_L20_global_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,20,0.7407407407407407,oracle_local,0.5,0.2607329842931937,0.6767676767676768,0.0010471204188481908,-0.02020202020202022,0.9946164199192463,0.9411764705882353,0,2,-2,8354.988018035889,636,,13.136773613263976,27.439183037236052,0.47875964803459553,0.21450252951096122,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L20/Raw_encoder_L20_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,21,0.7777777777777778,global,0.5,0.45340314136125653,0.8484848484848485,-0.19162303664921465,-0.19191919191919193,0.9488559892328399,0.4411764705882353,0,19,-19,289186.75692749023,1024,,282.4089423120022,606.7482343018055,0.4654466652663184,0.20944978523215382,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L21/Raw_decoder_L21_global_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,21,0.7777777777777778,oracle_local,0.5,0.2628272251308901,0.6565656565656566,-0.0010471204188481908,0.0,0.9986541049798116,1.0,0,0,0,11000.480163574219,39,,282.0635939378005,617.3578725961538,0.4568883081569012,0.008203618005889778,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L21/Raw_decoder_L21_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,21,0.7777777777777778,global,0.5,0.2848167539267016,0.8080808080808081,-0.0230366492146597,-0.1515151515151515,0.9838492597577388,0.5588235294117647,0,15,-15,38556.364196777344,2965,,13.003832781375158,27.890225924770103,0.46625053581319625,1.0,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L21/Raw_encoder_L21_global_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,21,0.7777777777777778,oracle_local,0.5,0.2638743455497382,0.6868686868686869,-0.002094240837696326,-0.030303030303030276,0.9959623149394348,0.9117647058823529,0,3,-3,8247.90805053711,636,,12.96840888449231,27.971159317208535,0.4636350155323677,0.21450252951096122,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L21/Raw_encoder_L21_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,22,0.8148148148148148,global,0.5,0.25863874345549737,0.6666666666666666,0.003141361256544517,-0.010101010101010055,0.9919246298788694,0.9705882352941176,0,1,-1,321096.5101623535,892,,359.9736661012932,780.1026284256324,0.4614439856814425,0.18751313853268867,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L22/Raw_decoder_L22_global_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,22,0.8148148148148148,oracle_local,0.5,0.2607329842931937,0.6565656565656566,0.0010471204188481908,0.0,1.0,1.0,0,0,0,13981.013916015625,39,,358.48753630809296,778.6287200145232,0.46040882784468357,0.008207070707070708,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L22/Raw_decoder_L22_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,22,0.8148148148148148,global,0.5,0.2712041884816754,0.6767676767676768,-0.009424083769633496,-0.02020202020202022,0.9744279946164199,0.9411764705882353,0,2,-2,40308.564544677734,2965,,13.594794112876134,29.510961986110747,0.46066929703187875,1.0,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L22/Raw_encoder_L22_global_rho0.5.json
qwen3_asr_1p7b,Raw,encoder,seame_dev_man,22,0.8148148148148148,oracle_local,0.5,0.2638743455497382,0.6666666666666666,-0.002094240837696326,-0.010101010101010055,0.9959623149394348,0.9705882352941176,0,1,-1,8623.68930053711,636,,13.55925990650489,29.547551317035026,0.4588962300469068,0.21450252951096122,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L22/Raw_encoder_L22_oracle_local_rho0.5.json
qwen3_asr_1p7b,Raw,decoder,seame_dev_man,23,0.8518518518518519,global,0.5,0.2649214659685864,0.6565656565656566,-0.003141361256544517,0.0,0.9878869448183042,1.0,0,0,0,415405.8812561035,895,,464.14064944816033,991.9881603390145,0.4678893035271097,0.1880252100840336,results/basis_a4/qwen3_asr_1p7b/raw/seame_dev_man/L23/Raw_decoder_L23_global_rho0.5.json
