Dataset,Direction,Side,Layer,rho,Delta-MER,Delta-PIER,Delta-MatrixRet,Delta-Outside
cs_dialogue,Raw,decoder,24,0.5,-0.04978316402304994,0.023368606701940076,0.09020997148535381,-1068.0
cs_dialogue,Raw,decoder,24,1.0,-0.7862531931325372,-0.20194003527336868,0.7911518188887929,-9502.0
cs_dialogue,Raw,decoder,25,0.5,-0.06938751262401233,0.014109347442680775,0.13375961289207638,-1577.0
cs_dialogue,Raw,decoder,26,0.5,-0.10853680270896454,0.030864197530864168,0.16624902790979001,-1955.0
cs_dialogue,Raw,decoder,27,0.25,-0.01407948672250936,0.03350970017636684,0.04156225697744742,-492.0
cs_dialogue,Raw,decoder,27,0.5,-0.14715142874116316,0.02204585537918874,0.21178605374578763,-2495.0
cs_dialogue,Raw,decoder,27,1.0,-0.7547080140200796,-0.21825396825396826,0.750021602004666,-9017.0
cs_dialogue,Raw,decoder,28,0.5,-0.10580407532822428,0.03835978835978837,0.1512140326622311,-1779.0
cs_dialogue,Raw,decoder,29,0.5,-0.12119051862413116,0.03835978835978837,0.17160632506696616,-2041.0
cs_dialogue,Raw,decoder,30,0.5,-0.06819937028456013,0.044973544973545,0.13367320487341228,-1573.0
cs_dialogue,Raw,decoder,31,0.5,-0.05679320382581832,0.030864197530864168,0.09893718137043117,-1170.0
cs_dialogue,Raw,encoder,0,0.5,0.17424107408067485,0.095679012345679,-0.09945562948241604,1261.0
cs_dialogue,Raw,encoder,1,0.5,0.2539060179409493,0.12345679012345678,-0.1048993346582563,1332.0
cs_dialogue,Raw,encoder,2,0.25,0.050258420958830846,0.059523809523809534,-0.04579624989199005,629.0
cs_dialogue,Raw,encoder,2,0.5,0.24754945642487963,0.146384479717813,-0.09401192430657568,1252.0
cs_dialogue,Raw,encoder,2,1.0,-0.21992514703261457,0.04673721340388015,-0.023675797113972163,306.0
cs_dialogue,Raw,encoder,3,0.5,0.2404800095051387,0.12301587301587302,-0.09677698090382791,1244.0
