model,dataset,side,layer,relative_depth,direction,scope,rho,rank_stability_status,mer,pier,en_wer,matrix_cer,matrix_retention,poi_corrections,poi_corruptions,poi_net_utility,corrections,corruptions,outside_harm,edited_positions_or_frames,total_intervention_energy,original_hidden_norm,mean_perturbation_norm,relative_perturbation,edited_fraction,raw_local_mer,raw_local_pier,conditioning_local_mer,conditioning_local_pier,a5_minus_raw_local_mer,a5_minus_conditioning_local_mer,direction_hash,mask_hash,site_hash,model_revision,config_hash,_path
whisper,cs_dialogue,decoder,10,0.3225806451612903,neg_shared,oracle_local,0.5,NOT_TESTED,0.2758272441038436,0.5445326278659612,0.5493827160493827,,0.9832368443791584,13,182,-169,13,182,,1789,5474.104509115219,0.7896113020547649,3.059868367308675,0.475099865605135,0.12260142543859649,0.25616348838590863,0.48500881834215165,0.28046099922770745,0.5242504409171076,0.019663755717934994,-0.004633755123863825,sha256:af4d30c69928c331f3731ceb492bf11423ccf6ea39048f537e65ab2daa678f6c,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L10/neg_shared_decoder_L10_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,11,0.3548387096774194,neg_shared,oracle_local,0.5,NOT_TESTED,0.28153032733321454,0.5458553791887125,0.5502645502645502,,0.9771882830726691,12,184,-172,12,184,,1792,5567.642008781433,0.8065070555633793,3.106943085257496,0.4762280277069562,0.12362030905077263,0.25990613675518326,0.49559082892416223,0.27594605833778885,0.5074955908289241,0.021624190578031277,0.00558426899542569,sha256:d97f0330344afb504c224466c6a0dff2b27e4e28dda1b8ef55c16f169e88c84d,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L11/neg_shared_decoder_L11_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,12,0.3870967741935484,neg_shared,oracle_local,0.5,NOT_TESTED,0.2836689835442286,0.5361552028218695,0.5396825396825397,,0.9866931651257237,12,162,-150,12,162,,1809,5742.7762286663055,0.8272288582844844,3.174558445918356,0.4667643079800894,0.12162979896456666,0.2648369274639102,0.4691358024691358,0.2841442404800095,0.5110229276895943,0.018832056080318405,-0.0004752569357809322,sha256:53bf92e4a78e0c36e44192843b3b7d665d0ab544b2930a956944cf41e7d0adf3,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L12/neg_shared_decoder_L12_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,13,0.41935483870967744,neg_shared,oracle_local,0.5,NOT_TESTED,0.2288362145785065,0.349647266313933,0.3540564373897707,,0.9911863820962585,289,16,273,289,16,,1820,5678.915007591248,0.899857129007125,3.120282971203982,0.43595657588010406,0.12572533849129594,0.25717340937444305,0.45105820105820105,0.280995663280461,0.49867724867724866,-0.02833719479593655,-0.05215944870195449,sha256:f5e0af30accf23268fadc1545cf553cbc98b160ec0c9918fef8aea33e338fea4,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L13/neg_shared_decoder_L13_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,14,0.45161290322580644,neg_shared,oracle_local,0.5,NOT_TESTED,0.26281708548684135,0.5339506172839507,0.5383597883597884,,0.9938650306748467,32,177,-145,32,177,,1819,6173.723517894745,0.9080141954421351,3.3940206255606076,0.4607405759629864,0.12326353594904113,0.25444068199370284,0.45458553791887124,0.26156953603041644,0.4929453262786596,0.008376403493138507,0.0012475494564249123,sha256:47e60dfc5cce0e2ab77d60023d50bba1e6c214000fd9cf40e334109976214674,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L14/neg_shared_decoder_L14_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,15,0.4838709677419355,neg_shared,oracle_local,0.5,NOT_TESTED,0.265015148814828,0.5030864197530864,0.5066137566137566,,0.9945562948241596,23,98,-75,23,98,,1827,6098.263581752777,0.9021280993698332,3.337856366586085,0.4578302982790143,0.1237385709448019,0.24749004930790708,0.4607583774250441,0.2658468484524446,0.49074074074074076,0.017525099506920938,-0.0008316996376165897,sha256:11fe9bfd1acdf9de021835066d3aab2d897749cfef3a2167bf8c725d5f4849cd,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L15/neg_shared_decoder_L15_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,16,0.5161290322580645,neg_shared,oracle_local,0.5,NOT_TESTED,0.26620329115428026,0.5696649029982364,0.5731922398589065,,0.9942106627495032,21,247,-226,21,247,,1832,6472.882125377655,0.9546957360887677,3.5332326011886765,0.4600384836326851,0.12430451893065544,0.25093566209231866,0.4656084656084656,0.2694112754708014,0.4929453262786596,0.015267629061961607,-0.0032079843165211397,sha256:720b9a68240c223daba74d23997adc94a89d6bb4d492260aaa0106a39544a9fc,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L16/neg_shared_decoder_L16_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,17,0.5483870967741935,neg_shared,oracle_local,0.5,NOT_TESTED,0.26281708548684135,0.5582010582010583,0.5617283950617284,,0.9929145424695411,22,222,-200,22,222,,1823,6475.878658771515,0.9714230375296481,3.5523196153436722,0.4588013526684537,0.12546455609084653,0.24855937741341413,0.4660493827160494,0.2555694172161825,0.4673721340388007,0.014257708073427217,0.007247668270658869,sha256:0b8f7879b5db08ba555a3c75d44b40b817d859fe4fec358040dcd3c9151bc032,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L17/neg_shared_decoder_L17_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,18,0.5806451612903226,neg_shared,oracle_local,0.5,NOT_TESTED,0.27600546545476146,0.5758377425044092,0.5802469135802469,,0.9949019268988162,20,260,-240,20,260,,1833,6614.978504419327,0.9494095747026303,3.608826243545732,0.467992043916577,0.12311929070392262,0.24552961444781085,0.468694885361552,0.26691617655795163,0.4783950617283951,0.030475851006950605,0.009089288896809822,sha256:adf030c8d6e7a850bfdd40c5a0d59956b613f04cad5181705ebb8ea9e700dd9e,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L18/neg_shared_decoder_L18_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,19,0.6129032258064516,neg_shared,oracle_local,0.5,NOT_TESTED,0.2695300897047466,0.5992063492063492,0.6040564373897708,,0.9917048302082433,24,317,-293,24,317,,1836,6705.668008327484,0.9976352829234781,3.65232462327205,0.46088608078673904,0.125891387822271,0.24618309273450958,0.468694885361552,0.26370819224143055,0.48544973544973546,0.02334699697023704,0.0058218974633160725,sha256:5989f68c88acb03f142be9852655c4282c64a5668342f7f8c1cb80962b4954f9,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L19/neg_shared_decoder_L19_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,20,0.6451612903225806,neg_shared,oracle_local,0.5,NOT_TESTED,0.2701241608744728,0.5859788359788359,0.5912698412698413,,0.98954462974164,27,290,-263,27,290,,1823,6642.189734458923,0.9973228558097518,3.64354894923693,0.458079618072086,0.1253868904326295,0.24552961444781085,0.4607583774250441,0.26780728331254083,0.4775132275132275,0.024594546426661923,0.0023168775619319404,sha256:eeb6c4483ed6dfb41b3627536e126a59b65089486d56bc3e7221c5f90a1629d2,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L20/neg_shared_decoder_L20_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,21,0.6774193548387096,neg_shared,oracle_local,0.5,NOT_TESTED,0.2796292995900909,0.5961199294532628,0.6009700176366843,,0.9844465566404562,23,309,-286,23,309,,1812,6861.68391084671,1.0188667839034133,3.7868012753017166,0.4601409695067664,0.12380431811970484,0.2575892591932514,0.4638447971781305,0.2610348719776629,0.47707231040564374,0.022040040396839544,0.01859442761242802,sha256:8e13d7fafb1c4b3f582d0f3f778c31fb9d0d0d0e6237ee0c37e7407ec1dc2cd2,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L21/neg_shared_decoder_L21_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,22,0.7096774193548387,neg_shared,oracle_local,0.5,NOT_TESTED,0.3450365353769382,0.5903880070546738,0.6177248677248677,,0.8997666983496069,67,340,-273,67,340,,1654,6247.916870355606,0.9390946782195982,3.7774588091630026,0.4535192745233467,0.112747102931152,0.25188617596388047,0.4642857142857143,0.27897582130339216,0.5052910052910053,0.09315035941305772,0.06606071407354602,sha256:1f086645a414d6192717090a92a8631d591fac3582c0759072d67e7976710b68,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L22/neg_shared_decoder_L22_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,23,0.7419354838709677,neg_shared,oracle_local,0.5,NOT_TESTED,0.27446088041347355,0.6353615520282186,0.6388888888888888,,0.9886805495549987,17,392,-375,17,392,,1801,7033.889714479446,1.0704660505376837,3.9055467598442233,0.4529133367942293,0.12413840639647092,0.2530743183033327,0.45634920634920634,0.26982712528960967,0.5048500881834215,0.02138656211014084,0.004633755123863881,sha256:cf12f5a76273ce751914c06d1585822dfc2d594b683eef0bd750a4d2af9fcf4e,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L23/neg_shared_decoder_L23_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,24,0.7741935483870968,neg_shared,oracle_local,0.5,STABLE,0.27339155230796647,0.458994708994709,0.4651675485008818,,0.9643134882917135,130,105,25,130,105,,1860,7474.157788038254,0.9513356212153377,4.0183644021711045,0.44540444139806784,0.1054481546572935,0.255034753163429,0.4731040564373898,0.26109427909463556,0.49603174603174605,0.018356799144537472,0.012297273213330906,sha256:5b2b9a6df61b89b143e3f8e286da71baea9e2888b7eb66f0c743970b0469813d,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L24/neg_shared_decoder_L24_oracle_local_rho0.5.json
whisper,cs_dialogue,decoder,25,0.8064516129032258,neg_shared,oracle_local,0.5,NOT_TESTED,0.29418404324838116,0.558641975308642,0.5877425044091711,,0.9686338892249201,39,240,-201,39,240,,1794,8161.382186174393,1.1739960058750527,4.549265432650163,0.4689871978569811,0.12102813195709371,0.261331907562526,0.4541446208112875,0.2712528960969524,0.5026455026455027,0.032852135685855155,0.022931147151428743,sha256:c7bdd2d9465905891b102d212f043734d967d713a4cac7700a30c40d92e9745a,sha256:0cc65e50364fa26ee31b657e748e26033311fbf3161b6d27991b694e461bcfba,sha256:1629d5d6ba2aa530259a76fdb5ecc7109108d4bb4b5c47bf48a4dc3d82cb4395,sha256:a8e94b85976e5864ba3e9525c7e6c83b2a1eca42d4b797a0c7c24d778e40fd95,sha256:39c3f62c162ab0fe10acb5bc2b0c17040b2744ecee5fb9d4dd08a2d12c78dfb2,results/basis_a5_unique_shared/whisper/neg_shared/decoder/cs_dialogue/L25/neg_shared_decoder_L25_oracle_local_rho0.5.json
