model,side,layer,cos_unique_shared,cos_unique_raw,cos_shared_raw,cos_unique_conditioning,cos_shared_conditioning,i_unique,i_shared,sigma_unique,sigma_shared,energy_A_unique,energy_B_unique,energy_A_shared,energy_B_shared,count_a,count_b,direction_hash
qwen3_asr_1p7b,encoder,18,6.245004513516506e-17,0.05920960925657123,-0.19847101435611753,,,30,0,0.9139159077080721,0.9997823458459121,2.937052655693548,2.0276076987616207,326.2142302099006,347.08769133829725,4002,3824,sha256:43621185ab52f6e7e77c98aae5bdbe2764de0cfd4dcd261c385350e0801e49b8
qwen3_asr_1p7b,encoder,19,-1.3010426069826053e-17,0.08569067732727853,-0.29987063357442933,,,30,0,0.886222807313212,0.9998067809446594,2.9950711557635774,1.5397351776909651,324.88020096987634,359.30717538949915,4002,3824,sha256:bbf30c5ff73a0a071b6960963bc318156a723d6ffc855f76da87e45fd491e477
qwen3_asr_1p7b,encoder,20,-3.469446951953614e-18,0.12137896462586978,-0.27551908853372137,,,30,0,0.8682005966804148,0.9997771586156508,3.4239885877075737,1.789474514903291,346.9382672687554,385.1462748413103,4002,3824,sha256:08443131ff196c20e488f65eac2508a045edbc0d5140943056874adf27e487ff
qwen3_asr_1p7b,encoder,21,-6.938893903907228e-17,-0.0038641771671582854,-0.16228250386828447,,,31,0,0.8370429005467998,0.9997373180499206,3.789771112211625,1.9696405665880676,333.51336966233583,356.2904133975986,4002,3824,sha256:3b600feaada620cd64e089090c70aa327d8dbd45cdeb70baad50f595342ac317
qwen3_asr_1p7b,encoder,22,-3.469446951953614e-17,0.021931982925578054,-0.12521200427401907,,,31,0,0.8140220322687137,0.9996416411876048,3.844865279102063,1.969316932786358,339.57731054888006,356.7374106403357,4002,3824,sha256:c74df3221cf2cc4b6267369c29975dc4f32b37162220dbebac7f1d1b0026cad7
qwen3_asr_1p7b,encoder,23,1.3877787807814457e-17,0.07944323000294262,-0.0702272556055355,,,28,0,0.8517094893668988,0.9994834877058312,6.147974370891199,4.863799700301099,550.4896749814025,564.3840836392075,4002,3824,sha256:445a9559a87bf36af26eba831666b91ad6cc932c9da84b0071280d7b4ee27277
qwen3_asr_1p7b,decoder,0,7.632783294297951e-17,-0.08077302600884931,0.47961175982628224,0.05764038477734739,0.021562528868145723,6,0,0.8906630583255931,0.9973523451126033,0.9421885324867945,0.3754298777464443,21.27619671945061,20.363305496645353,447,346,sha256:3dcff81f51bcbf3fbdf2cbfd6c10b08b1fbb7c182121e1457fec1d76f400e43c
qwen3_asr_1p7b,decoder,1,9.020562075079397e-17,-0.056417223239954586,0.3134743211469301,0.02003060071546022,-0.10772603060787977,21,0,0.7164077591722515,0.9953673147951356,1.9396689277582722,0.7192156691829668,68.27716235856379,67.2243154113407,447,346,sha256:cd7609c5b9b79bb1d23692ef3f4ed7480ea08b11a53e37ed5695381a9d7ad33a
qwen3_asr_1p7b,decoder,2,-7.806255641895632e-18,-0.0948664195304182,0.22215016514494867,0.004052415626471664,-5.722666683978528e-06,25,0,0.6785430810516729,0.99633810711577,2.9674846839157274,1.5626678688629352,164.12852031077793,156.28604097588703,447,346,sha256:eb3351dd5f468a782b2046b38880015be3fa5af3227cd6e3af3fb8a20e8d6d24
qwen3_asr_1p7b,decoder,3,4.163336342344337e-17,-0.2340171959233113,0.2624294842513826,-0.04665595335783315,-0.31310227951666425,4,0,0.9159090903123469,0.9968920679946458,14.666671756038035,6.4014163585413755,319.7207719002125,288.3870668535091,447,346,sha256:c53209a9348dd9242d42674cba8dbf3073f9b6e6326e2e6c64a64c4ae4037188
qwen3_asr_1p7b,decoder,4,1.249000902703301e-16,-0.30035316644822263,0.21702660901655751,-0.11854847081250071,-0.3389180779745129,2,0,0.9435066569891448,0.9980244136908824,31.833551943435747,9.929522260871252,538.4830126634645,508.6908557298285,447,346,sha256:099b3405bdc62a81227bda3d03751bbc0d0f8772e4cc96bcfb4002eddb28d761
qwen3_asr_1p7b,decoder,5,3.122502256758253e-17,-0.15943819808830834,0.25382250340166895,-0.02104503497312847,-0.15745622818354948,18,0,0.8034046573745665,0.998095690628839,10.53943229357368,4.820970428005127,709.9500502836838,665.8419142454093,447,346,sha256:ceb5a19c2d445c2443af56173a11e0baf949b8478cdb37d5553f05c6b92478f7
qwen3_asr_1p7b,decoder,6,-7.979727989493313e-17,0.28924817255065627,0.09202605743340507,-0.1097874901533156,-0.020384702028379262,0,1,0.9965667525301133,0.9461861197162964,923.2307150350373,867.0821619941747,25.915877949847435,22.437713595093477,447,346,sha256:dbc1d609be9f85869310cc00af76edae2b8aa7f07b5f78cefd9aec722ca205dc
qwen3_asr_1p7b,decoder,7,2.0816681711721685e-17,-0.01721540978654085,0.3418634004229315,-0.03912050812078174,-0.04620926067943225,28,0,0.670309846354214,0.9974058253396538,10.936718972006322,3.932235015099478,1160.349502089341,1089.960608941008,447,346,sha256:c16d21069e8e4673f98d966eeea6c473ef813596c4ff9c44b00f8e9d6475b870
qwen3_asr_1p7b,decoder,8,9.020562075079397e-17,0.3381401728727049,-0.2017655195419169,-0.06774383116725254,0.0368969191060014,0,1,0.9975397923547686,0.9482124297505969,1478.2479433337353,1346.524082328331,26.169277524937108,31.26852013889895,447,346,sha256:749a2e750d361ea8f1f1b2e44facd62836113d819de130ba6fdc6c60520163cf
qwen3_asr_1p7b,decoder,9,-1.700029006457271e-16,0.42493176120239007,-0.2323132888774745,-0.0823689929583462,-0.04139852441792655,0,2,0.9980982840924051,0.9491146568239939,2002.676256376458,1748.9651563228185,47.6273664508621,25.931489816861323,447,346,sha256:ab97461e7d08ff160f8c36a183eefa0302eac0a28997cf6c89934551158e37f7
qwen3_asr_1p7b,decoder,10,-9.367506770274758e-17,0.34048970556692526,-0.2505872608100861,-0.07684108582065408,-0.06714230929705212,0,3,0.9986758718161108,0.9463821768929775,3069.2098479849974,2721.314007409207,66.36561921712611,27.57566964092706,447,346,sha256:5c91152a34d311b69321d5223da13dc1d37ebdf7390b535f3f0668267a1daf43
qwen3_asr_1p7b,decoder,11,-5.551115123125783e-17,0.35194994929001694,-0.10702530620780669,-0.01678663851331686,-0.05925582738027261,0,3,0.9988307440866776,0.9578229460334876,4975.5578243848895,4392.995011396709,89.66718615078457,47.42199107453742,447,346,sha256:e034dfbca15ac1829eb83aaba01ecf84607d4206a2fbd064a850aa9aa442c9d1
qwen3_asr_1p7b,decoder,12,2.0816681711721685e-17,0.36268705293961534,-0.26550491090022604,-0.09934956997060525,-0.007529971747708505,0,1,0.9985138119138811,0.9635258842975326,5885.925419046264,5271.985730722277,69.54540882777056,74.49650730355971,447,346,sha256:175c4e63461673c3e0b987fa719272778a7848a24425b51613e8ef772e347748
qwen3_asr_1p7b,decoder,13,-1.3183898417423734e-16,0.3293661206418818,-0.31818004211770506,-0.12440946225667492,-0.013840831205776637,0,1,0.9984839682712934,0.9643497290825495,6895.738919083589,6306.182792887473,83.71115729467343,87.37346977030504,447,346,sha256:eb75309fa08ad364d5a3a61c08ded0461a33c06b6cb70709bb8c24bf6a3fa2b3
qwen3_asr_1p7b,decoder,14,3.469446951953614e-18,0.3070877085504285,-0.08162593201411437,-0.16335142023064436,-0.034105104245696,0,3,0.9983349601976926,0.9421321743978787,8355.02452341342,7651.904975546453,170.58065580023896,68.7759469203204,447,346,sha256:d9d7e53b3ec1843f710ae61c9c373821ffd729423fc265d3ac4226c37f60b60e
qwen3_asr_1p7b,decoder,15,-5.898059818321144e-17,-0.213394271704819,0.24596191802111034,-0.10941329873568707,-0.10210249203839557,3,0,0.9294847290117109,0.998660521523689,295.70556914850073,66.10276414268832,12343.240911504816,11481.363826692766,447,346,sha256:ce7c16068f9b638b6f419cfa458411d7532e52ad329f21dfd396c718911a5f75
qwen3_asr_1p7b,decoder,16,-2.3592239273284576e-16,0.11545707417902239,-0.07753340621595789,0.03615409159613851,0.0023032686733532306,0,2,0.9978753091987094,0.9535493528414744,17523.556109514127,16652.831402347172,498.9275829889904,312.7900363334074,447,346,sha256:80d129fa84955eeb19e850df4125b0dce32ca9de541b494294edef2e24112dc6
qwen3_asr_1p7b,decoder,17,-4.163336342344337e-17,0.17208421660165688,0.03496831648369258,0.054405483667505104,0.0648340582506465,0,1,0.9973073768733289,0.9496462809018429,29988.59184957831,27717.587993112673,505.2424982728275,329.7966397468119,447,346,sha256:a6c2f262ac1e417cb18d7bab9aae0d01bee1dd65330bb43e9f760ed3aebcf746
qwen3_asr_1p7b,decoder,18,-1.3530843112619095e-16,0.05168660837080867,0.10739047242466737,-0.13167529919717355,0.10453197159967992,0,2,0.9970880549067499,0.9282312890039822,48291.53018034782,46841.22191196057,1307.740867495565,963.0356230294717,447,346,sha256:a33d6bfb048aada86a180430fe406c4aba13e5972f6255766767c31979b87690
qwen3_asr_1p7b,decoder,19,-1.5265566588595902e-16,0.09359970834605799,-0.06905312288698418,0.10275408162396876,-0.08710209551867618,1,0,0.9381248372800687,0.9965461799234145,6091.141468029792,2585.4834342609324,68378.07254401458,71503.40796183515,447,346,sha256:a9ced70f7f3fd68f114bc631bfdea5aaa3c5e22c899afa2b813701a7e133877a
qwen3_asr_1p7b,decoder,20,2.7755575615628914e-17,0.23808230778665126,-0.006761644575000905,0.1761176721824555,-0.06067786310981777,1,0,0.9295153751347054,0.9958004144095722,12989.387062528975,3759.5077487064063,119498.39746282464,120764.87671079271,447,346,sha256:0fe96715cb87afc69635e7872315702bf2886b8c2da4ab973e93abd024f8733f
qwen3_asr_1p7b,decoder,21,-1.1102230246251565e-16,0.1551463847307144,0.03230936916836818,0.20164865584234692,-0.07447179914487508,1,0,0.9410487515435207,0.99515437684101,25903.83256100693,10334.012770093821,202361.71199437272,195213.2053112081,447,346,sha256:9e75f358ad3aa2aa640c5fab293a40e5612131f61c31a62126c613a512d6ef28
qwen3_asr_1p7b,decoder,22,6.938893903907228e-17,0.12758764649577653,-0.004750931056374311,0.26010861899508286,-0.04511354358974054,1,0,0.9392762064028785,0.9955210826942715,28156.774217712056,10112.563372678927,361410.4773675343,348418.99344535574,447,346,sha256:60fb4039d11a894542a4f6b40603ca4fa2845fc1b343d13b35f72772fa4dcc37
qwen3_asr_1p7b,decoder,23,1.249000902703301e-16,0.13628859156917913,-0.0552163848523479,0.27634076810195635,0.011582134632547016,1,0,0.9465859731413795,0.9958199115278114,47917.30717187635,20663.850243234727,590043.7107712836,587505.670948855,447,346,sha256:5e0fd673ef2e2c2c8f33239ddc5a28cf124d38bcb9016743e804d7a53a7c8a76
qwen3_asr_1p7b,decoder,24,-5.551115123125783e-17,-0.0055254124290193725,0.20125763680499073,0.043280984693419955,0.32661407648292323,0,1,0.9959075354474076,0.9440830754802172,1054664.1570435527,1005915.6388539354,68844.45363491742,24419.000014405887,447,346,sha256:2ce8de6a4926ca043faca8a33898cab71c3bad0ade58f4161fa8ba8cbb0975b5
qwen3_asr_1p7b,decoder,25,1.3877787807814457e-17,-0.03417433415554387,0.1896292880616936,0.023133449902379973,0.3213831231519223,0,1,0.9966261654503945,0.9389154267104763,1896631.64933763,1817248.9202819292,97855.55888345488,33842.165037883016,447,346,sha256:6e6ad2402cd6e13534046bac3aa8beb3417b834bef94e7806912e16f91d10fc0
qwen3_asr_1p7b,decoder,26,-2.7755575615628914e-17,0.022749785325678396,0.19900927603668084,0.09473775255900325,0.3205553164408477,0,1,0.9974100136791271,0.9395657066359114,3198179.384893834,2926492.9144682577,104323.23861039983,28809.204786690512,447,346,sha256:baede0334691182e001af8536267c44c5786910fdf397089fb1d42b681a2f173
qwen3_asr_1p7b,decoder,27,1.1796119636642288e-16,0.18595424398838376,0.1988847022963261,0.10451211886365842,0.26149975307405826,0,1,0.9981163937614348,0.9387785103877271,5409357.3255988965,4612543.147239851,132545.97521523025,33333.6360676747,447,346,sha256:284938da98fa688f9e987180ecd4cb5adad5395d278645a9f57298782d606e7a
