direction,layer,rho,wer,mer,pier,en_wer,matrix_cer,corrections,corruptions,utility,outside_harm,embed_retention,matrix_retention,energy,utility_per_energy,edits,effective_dose,direction_hash,source
Local,24,0.5,n/a — no frozen canonical overall WER,0.36666666666666664,0.7352941176470589,0.7352941176470589,0.23115577889447236,0,1,-28.0,28,0.9473684210526315,0.848314606741573,877.5882956981659,-0.03190562150526926,212,4.465628877080159,sha256:15418c7275c39c9b14edd9f9408c51599393730a389a1580a0525304aff5d3b0,NEW
Local,24,1.0,n/a — no frozen canonical overall WER,1.6703703703703703,0.7794117647058824,3.9411764705882355,0.9045226130653267,4,8,-164.0,165,0.5789473684210527,0.10674157303370786,2793.846854686737,-0.05870042580354272,431,8.931257754160319,sha256:15418c7275c39c9b14edd9f9408c51599393730a389a1580a0525304aff5d3b0,NEW
Local,24,2.0,n/a — no frozen canonical overall WER,0.9666666666666667,0.9558823529411765,0.9705882352941176,0.964824120603015,0,16,-188.0,182,0.15789473684210525,0.033707865168539325,1456.9439601898193,-0.12903722115400118,164,17.862515508320637,sha256:15418c7275c39c9b14edd9f9408c51599393730a389a1580a0525304aff5d3b0,NEW
Raw+Cond,24,0.25,n/a — no frozen canonical overall WER,0.3,0.7205882352941176,0.7205882352941176,0.1457286432160804,0,0,-10.0,10,1.0,0.9438202247191011,437.0392143726349,-0.022881241936961866,200,2.2328144385400797,sha256:3062ee4ebe69f58ca1ce6fe0473e7485f5049fe0cff94e9bd9aff31c53706a8e,NEW
Raw+Cond,24,0.5,n/a — no frozen canonical overall WER,0.3148148148148148,0.7205882352941176,0.7205882352941176,0.1658291457286432,0,0,-13.0,13,1.0,0.9269662921348315,798.3861417770386,-0.01628284775968775,193,4.465628877080159,sha256:3062ee4ebe69f58ca1ce6fe0473e7485f5049fe0cff94e9bd9aff31c53706a8e,NEW
Raw+Cond,24,1.0,n/a — no frozen canonical overall WER,1.9,0.8088235294117647,0.8088235294117647,2.28643216080402,0,6,-126.0,123,0.6842105263157895,0.3258426966292135,4690.812469959259,-0.026861018385818,697,8.931257754160319,sha256:3062ee4ebe69f58ca1ce6fe0473e7485f5049fe0cff94e9bd9aff31c53706a8e,NEW
Raw+Cond,24,2.0,n/a — no frozen canonical overall WER,0.9185185185185185,0.8235294117647058,0.8235294117647058,0.949748743718593,5,12,-180.0,174,0.3684210526315789,0.056179775280898875,840.7324304580688,-0.2140990325565625,90,17.862515508320637,sha256:3062ee4ebe69f58ca1ce6fe0473e7485f5049fe0cff94e9bd9aff31c53706a8e,NEW
Raw,24,0.25,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-5.0,5,1.0,0.9719101123595506,487.6207798719406,-0.010253869823417092,223,2.2328144385400797,sha256:365c729f0f577ae90276fb6caf812cfb13f35ebf821fa7a77897292109768703,NEW
Raw,24,0.5,n/a — no frozen canonical overall WER,0.37407407407407406,0.7352941176470589,0.7352941176470589,0.24120603015075376,0,1,-30.0,30,0.9473684210526315,0.8370786516853933,869.5105783939362,-0.034502167938442664,210,4.465628877080159,sha256:365c729f0f577ae90276fb6caf812cfb13f35ebf821fa7a77897292109768703,NEW
Raw,24,1.0,n/a — no frozen canonical overall WER,1.385185185185185,0.8676470588235294,2.838235294117647,0.8944723618090452,0,10,-169.0,165,0.47368421052631576,0.10674157303370786,1450.3591742515564,-0.11652286068187957,224,8.931257754160319,sha256:365c729f0f577ae90276fb6caf812cfb13f35ebf821fa7a77897292109768703,NEW
Raw,24,2.0,n/a — no frozen canonical overall WER,0.9629629629629629,0.9558823529411765,0.9558823529411765,0.964824120603015,0,16,-188.0,182,0.15789473684210525,0.033707865168539325,1603.9451055526733,-0.11721099391068038,181,17.862515508320637,sha256:365c729f0f577ae90276fb6caf812cfb13f35ebf821fa7a77897292109768703,NEW
Conditioning,25,0.25,n/a — no frozen canonical overall WER,0.2962962962962963,0.6911764705882353,0.6911764705882353,0.1507537688442211,2,0,-7.0,9,1.0,0.949438202247191,475.95835876464844,-0.014707168959420156,202,2.408319895268529,sha256:301ba459e4a76f29b7bdad944663a3298d8cea8cdb35c67a20c7c2f884dd8e5a,NEW
Conditioning,25,0.5,n/a — no frozen canonical overall WER,0.3111111111111111,0.7058823529411765,0.7058823529411765,0.1658291457286432,4,3,-9.0,13,0.8421052631578947,0.9438202247191011,1056.5850386619568,-0.008518008177929023,239,4.816639790537058,sha256:301ba459e4a76f29b7bdad944663a3298d8cea8cdb35c67a20c7c2f884dd8e5a,NEW
Conditioning,25,1.0,n/a — no frozen canonical overall WER,0.4888888888888889,0.5588235294117647,0.6911764705882353,0.4120603015075377,18,7,-58.0,65,0.631578947368421,0.6573033707865169,1610.9047894477844,-0.036004610812462916,223,9.633279581074117,sha256:301ba459e4a76f29b7bdad944663a3298d8cea8cdb35c67a20c7c2f884dd8e5a,NEW
Conditioning,25,2.0,n/a — no frozen canonical overall WER,1.8703703703703705,0.7941176470588235,4.705882352941177,0.914572864321608,8,13,-171.0,168,0.3157894736842105,0.09550561797752809,7824.552102088928,-0.021854286068891785,857,19.266559162148233,sha256:301ba459e4a76f29b7bdad944663a3298d8cea8cdb35c67a20c7c2f884dd8e5a,NEW
Local+Cond,25,0.25,n/a — no frozen canonical overall WER,0.3037037037037037,0.7205882352941176,0.7205882352941176,0.1507537688442211,0,0,-10.0,10,1.0,0.9438202247191011,473.6593940258026,-0.02111221718840279,200,2.408319895268529,sha256:a75305131344fe32e39c323b49c4a61533044f46a584e6c3619bd7f3caf08b22,NEW
Local+Cond,25,0.5,n/a — no frozen canonical overall WER,0.3333333333333333,0.7205882352941176,0.7205882352941176,0.19095477386934673,0,0,-18.0,18,1.0,0.898876404494382,854.4914562702179,-0.021065160883607263,190,4.816639790537058,sha256:a75305131344fe32e39c323b49c4a61533044f46a584e6c3619bd7f3caf08b22,NEW
Local+Cond,25,1.0,n/a — no frozen canonical overall WER,2.0296296296296297,0.5441176470588235,3.3970588235294117,1.5778894472361809,17,5,-115.0,122,0.7368421052631579,0.3258426966292135,4767.623087406158,-0.02412103429563811,674,9.633279581074117,sha256:a75305131344fe32e39c323b49c4a61533044f46a584e6c3619bd7f3caf08b22,NEW
Local+Cond,25,2.0,n/a — no frozen canonical overall WER,2.7185185185185183,0.6764705882352942,7.911764705882353,0.9698492462311558,12,9,-182.0,176,0.5263157894736842,0.028089887640449437,9773.384099006653,-0.01862200422661155,1037,19.266559162148233,sha256:a75305131344fe32e39c323b49c4a61533044f46a584e6c3619bd7f3caf08b22,NEW
Local,25,0.25,n/a — no frozen canonical overall WER,0.3037037037037037,0.7205882352941176,0.7205882352941176,0.1507537688442211,0,0,-10.0,10,1.0,0.9438202247191011,461.5457179546356,-0.02166632602359639,195,2.408319895268529,sha256:76f9b815df16382b9cc699b4103c2c478686a9355218e674176463b649f85f20,NEW
Local,25,0.5,n/a — no frozen canonical overall WER,0.3851851851851852,0.7205882352941176,0.7205882352941176,0.2613065326633166,0,0,-32.0,32,1.0,0.8202247191011236,918.8782179355621,-0.034825071892436624,204,4.816639790537058,sha256:76f9b815df16382b9cc699b4103c2c478686a9355218e674176463b649f85f20,NEW
Local,25,1.0,n/a — no frozen canonical overall WER,1.8074074074074074,0.45588235294117646,3.8970588235294117,1.100502512562814,23,5,-144.0,156,0.7368421052631579,0.14606741573033707,5150.1886558532715,-0.027960140806947278,723,9.633279581074117,sha256:76f9b815df16382b9cc699b4103c2c478686a9355218e674176463b649f85f20,NEW
Local,25,2.0,n/a — no frozen canonical overall WER,1.2814814814814814,0.8382352941176471,2.2205882352941178,0.964824120603015,0,8,-182.0,176,0.5789473684210527,0.02247191011235955,2044.8814249038696,-0.0890027156506426,224,19.266559162148233,sha256:76f9b815df16382b9cc699b4103c2c478686a9355218e674176463b649f85f20,NEW
Raw+Cond,25,0.25,n/a — no frozen canonical overall WER,0.3037037037037037,0.7205882352941176,0.7205882352941176,0.1507537688442211,0,0,-10.0,10,1.0,0.9438202247191011,473.683641910553,-0.021111136453152688,200,2.408319895268529,sha256:9a2a8f0059121855dfbad151b332370d0971f4d1839cdf02fd97197f91c70a02,NEW
Raw+Cond,25,0.5,n/a — no frozen canonical overall WER,0.3333333333333333,0.7205882352941176,0.7205882352941176,0.19095477386934673,0,0,-18.0,18,1.0,0.898876404494382,850.4084951877594,-0.021166298434055306,189,4.816639790537058,sha256:9a2a8f0059121855dfbad151b332370d0971f4d1839cdf02fd97197f91c70a02,NEW
Raw+Cond,25,1.0,n/a — no frozen canonical overall WER,2.033333333333333,0.5441176470588235,3.411764705882353,1.5778894472361809,17,5,-115.0,122,0.7368421052631579,0.3258426966292135,4767.951322078705,-0.024119373758594277,674,9.633279581074117,sha256:9a2a8f0059121855dfbad151b332370d0971f4d1839cdf02fd97197f91c70a02,NEW
Raw+Cond,25,2.0,n/a — no frozen canonical overall WER,2.714814814814815,0.6764705882352942,7.897058823529412,0.9698492462311558,12,9,-182.0,176,0.5263157894736842,0.028089887640449437,9779.48453426361,-0.018610387834076623,1037,19.266559162148233,sha256:9a2a8f0059121855dfbad151b332370d0971f4d1839cdf02fd97197f91c70a02,NEW
Raw,25,0.25,n/a — no frozen canonical overall WER,0.2962962962962963,0.7205882352941176,0.7205882352941176,0.1407035175879397,0,0,-8.0,8,1.0,0.9550561797752809,525.8518340587616,-0.015213410854256022,222,2.408319895268529,sha256:a7d5592acd41cd8ba80606def806971ac84db421fdc6d929b281447ef3dc926f,NEW
Raw,25,0.5,n/a — no frozen canonical overall WER,0.3851851851851852,0.7205882352941176,0.7205882352941176,0.2613065326633166,0,0,-32.0,32,1.0,0.8202247191011236,914.4629204273224,-0.034993217641942895,203,4.816639790537058,sha256:a7d5592acd41cd8ba80606def806971ac84db421fdc6d929b281447ef3dc926f,NEW
Raw,25,1.0,n/a — no frozen canonical overall WER,1.6074074074074074,0.45588235294117646,3.838235294117647,0.8542713567839196,23,5,-143.0,155,0.7368421052631579,0.15168539325842698,3979.2221336364746,-0.03593667184126693,563,9.633279581074117,sha256:a7d5592acd41cd8ba80606def806971ac84db421fdc6d929b281447ef3dc926f,NEW
Raw,25,2.0,n/a — no frozen canonical overall WER,1.2333333333333334,0.8382352941176471,2.0294117647058822,0.964824120603015,0,8,-182.0,176,0.5789473684210527,0.02247191011235955,1870.9403533935547,-0.0972772860823084,205,19.266559162148233,sha256:a7d5592acd41cd8ba80606def806971ac84db421fdc6d929b281447ef3dc926f,NEW
Conditioning,26,0.25,n/a — no frozen canonical overall WER,0.29259259259259257,0.6911764705882353,0.6911764705882353,0.1457286432160804,2,0,-6.0,8,1.0,0.9550561797752809,515.2904872894287,-0.011643917650336743,201,2.631453800854713,sha256:8fb7260b4f1e230117f7c09ad5c6299cb22081337471a11fad6312cc10216ab8,NEW
Conditioning,26,0.5,n/a — no frozen canonical overall WER,0.2222222222222222,0.39705882352941174,0.39705882352941174,0.1507537688442211,22,0,3.0,11,1.0,0.9382022471910112,1093.667875289917,0.002743063106982766,227,5.262907601709426,sha256:8fb7260b4f1e230117f7c09ad5c6299cb22081337471a11fad6312cc10216ab8,NEW
Conditioning,26,1.0,n/a — no frozen canonical overall WER,0.5296296296296297,0.75,0.75,0.45226130653266333,2,4,-74.0,73,0.7894736842105263,0.5955056179775281,2842.222602367401,-0.02603596211583232,371,10.525815203418851,sha256:8fb7260b4f1e230117f7c09ad5c6299cb22081337471a11fad6312cc10216ab8,NEW
Conditioning,26,2.0,n/a — no frozen canonical overall WER,2.196296296296296,0.7941176470588235,5.852941176470588,0.964824120603015,8,13,-181.0,178,0.3157894736842105,0.03932584269662921,14530.727146148682,-0.012456362175101017,1419,21.051630406837702,sha256:8fb7260b4f1e230117f7c09ad5c6299cb22081337471a11fad6312cc10216ab8,NEW
Local+Cond,26,0.25,n/a — no frozen canonical overall WER,0.3037037037037037,0.7205882352941176,0.7205882352941176,0.1507537688442211,0,0,-10.0,10,1.0,0.9438202247191011,515.0810227394104,-0.019414421340580423,199,2.631453800854713,sha256:a30507b071b0866ca2146993cfcf66bd497ddce8a68ebd815ea39a69f13d0ea4,NEW
Local+Cond,26,0.5,n/a — no frozen canonical overall WER,0.36666666666666664,0.7205882352941176,0.7205882352941176,0.23618090452261306,0,0,-27.0,27,1.0,0.848314606741573,906.0724506378174,-0.02979894155372864,184,5.262907601709426,sha256:a30507b071b0866ca2146993cfcf66bd497ddce8a68ebd815ea39a69f13d0ea4,NEW
Local+Cond,26,1.0,n/a — no frozen canonical overall WER,0.6296296296296297,0.4411764705882353,0.4411764705882353,0.6884422110552764,21,2,-103.0,118,0.8947368421052632,0.34831460674157305,2899.0324506759644,-0.035529095224851176,362,10.525815203418851,sha256:a30507b071b0866ca2146993cfcf66bd497ddce8a68ebd815ea39a69f13d0ea4,NEW
Local+Cond,26,2.0,n/a — no frozen canonical overall WER,3.085185185185185,0.4117647058823529,9.352941176470589,0.9748743718592965,30,9,-171.0,177,0.5263157894736842,0.02247191011235955,11267.458005905151,-0.015176448841467238,1073,21.051630406837702,sha256:a30507b071b0866ca2146993cfcf66bd497ddce8a68ebd815ea39a69f13d0ea4,NEW
Local,26,0.25,n/a — no frozen canonical overall WER,0.3037037037037037,0.7205882352941176,0.7205882352941176,0.1507537688442211,0,0,-10.0,10,1.0,0.9438202247191011,581.202351808548,-0.017205711520062925,224,2.631453800854713,sha256:1170509e7f555c791bcd9a9a533c3313762c4d4939a357c78791f87bc6aadd3a,NEW
Local,26,0.5,n/a — no frozen canonical overall WER,0.5666666666666667,0.7352941176470589,0.7352941176470589,0.5025125628140703,0,1,-48.0,48,0.9473684210526315,0.7359550561797753,1836.3934483528137,-0.026138189527442752,371,5.262907601709426,sha256:1170509e7f555c791bcd9a9a533c3313762c4d4939a357c78791f87bc6aadd3a,NEW
Local,26,1.0,n/a — no frozen canonical overall WER,1.0,0.6617647058823529,1.2352941176470589,0.914572864321608,15,11,-156.0,159,0.42105263157894735,0.1348314606741573,4199.475742816925,-0.037147494009659,518,10.525815203418851,sha256:1170509e7f555c791bcd9a9a533c3313762c4d4939a357c78791f87bc6aadd3a,NEW
Local,26,2.0,n/a — no frozen canonical overall WER,1.9481481481481482,0.8529411764705882,4.867647058823529,0.964824120603015,0,9,-183.0,177,0.5263157894736842,0.02247191011235955,10904.264136314392,-0.016782425454144715,1015,21.051630406837702,sha256:1170509e7f555c791bcd9a9a533c3313762c4d4939a357c78791f87bc6aadd3a,NEW
Raw+Cond,26,0.25,n/a — no frozen canonical overall WER,0.3037037037037037,0.7205882352941176,0.7205882352941176,0.1507537688442211,0,0,-10.0,10,1.0,0.9438202247191011,514.8396735191345,-0.019423522534007552,199,2.631453800854713,sha256:510033712736e52e8fada751baa15808aa8497f6f84d044ca6832d14409bf240,NEW
Raw+Cond,26,0.5,n/a — no frozen canonical overall WER,0.362962962962963,0.7205882352941176,0.7205882352941176,0.23115577889447236,0,0,-27.0,27,1.0,0.848314606741573,905.5145721435547,-0.02981730038433836,184,5.262907601709426,sha256:510033712736e52e8fada751baa15808aa8497f6f84d044ca6832d14409bf240,NEW
Raw+Cond,26,1.0,n/a — no frozen canonical overall WER,0.6333333333333333,0.45588235294117646,0.45588235294117646,0.6884422110552764,20,2,-105.0,118,0.8947368421052632,0.34831460674157305,2826.352348804474,-0.037150357436649475,353,10.525815203418851,sha256:510033712736e52e8fada751baa15808aa8497f6f84d044ca6832d14409bf240,NEW
Raw+Cond,26,2.0,n/a — no frozen canonical overall WER,3.0185185185185186,0.4411764705882353,9.088235294117647,0.9748743718592965,28,9,-173.0,177,0.5263157894736842,0.02247191011235955,11206.766933441162,-0.015437101621500254,1069,21.051630406837702,sha256:510033712736e52e8fada751baa15808aa8497f6f84d044ca6832d14409bf240,NEW
Raw,26,0.25,n/a — no frozen canonical overall WER,0.3148148148148148,0.7205882352941176,0.7205882352941176,0.1658291457286432,0,0,-13.0,13,1.0,0.9269662921348315,518.6195900440216,-0.02506654250931117,200,2.631453800854713,sha256:eedba39919a5cc985f6ff530bd76c5a320749386675c24e5ef71873641d4c2be,NEW
Raw,26,0.5,n/a — no frozen canonical overall WER,0.3925925925925926,0.7205882352941176,0.7205882352941176,0.271356783919598,0,0,-35.0,35,1.0,0.8033707865168539,1021.4675602912903,-0.03426442636124353,206,5.262907601709426,sha256:eedba39919a5cc985f6ff530bd76c5a320749386675c24e5ef71873641d4c2be,NEW
Raw,26,1.0,n/a — no frozen canonical overall WER,0.9888888888888889,0.6176470588235294,1.1764705882352942,0.9195979899497487,18,11,-155.0,159,0.42105263157894735,0.1348314606741573,4229.32456445694,-0.0366488780035028,522,10.525815203418851,sha256:eedba39919a5cc985f6ff530bd76c5a320749386675c24e5ef71873641d4c2be,NEW
Raw,26,2.0,n/a — no frozen canonical overall WER,1.9481481481481482,0.7794117647058824,4.867647058823529,0.964824120603015,5,9,-181.0,177,0.5263157894736842,0.02247191011235955,9118.375138282776,-0.019850027801563662,854,21.051630406837702,sha256:eedba39919a5cc985f6ff530bd76c5a320749386675c24e5ef71873641d4c2be,NEW
Conditioning,27,0.25,n/a — no frozen canonical overall WER,0.2851851851851852,0.6911764705882353,0.6911764705882353,0.135678391959799,2,0,-4.0,6,1.0,0.9662921348314607,604.3253254890442,-0.006618951467511377,202,3.0792191309026093,sha256:370ddf5447a17f4bb4c0f4f3e9da9962728c40b63d3a99f56517f0af17cf5e49,NEW
Conditioning,27,0.5,n/a — no frozen canonical overall WER,0.2222222222222222,0.4264705882352941,0.4264705882352941,0.1407035175879397,20,0,4.0,8,1.0,0.9550561797752809,1263.2664995193481,0.003166394423917624,226,6.158438261805219,sha256:370ddf5447a17f4bb4c0f4f3e9da9962728c40b63d3a99f56517f0af17cf5e49,NEW
Conditioning,27,1.0,n/a — no frozen canonical overall WER,0.9407407407407408,0.35294117647058826,0.38235294117647056,1.1306532663316582,33,8,-122.0,133,0.5789473684210527,0.2808988764044944,6442.097409248352,-0.018937931584961033,740,12.316876523610437,sha256:370ddf5447a17f4bb4c0f4f3e9da9962728c40b63d3a99f56517f0af17cf5e49,NEW
Conditioning,27,2.0,n/a — no frozen canonical overall WER,1.525925925925926,0.7941176470588235,3.161764705882353,0.9748743718592965,8,13,-181.0,178,0.3157894736842105,0.03932584269662921,18337.65236377716,-0.00987040196909469,1598,24.633753047220875,sha256:370ddf5447a17f4bb4c0f4f3e9da9962728c40b63d3a99f56517f0af17cf5e49,NEW
Local+Cond,27,0.25,n/a — no frozen canonical overall WER,0.3074074074074074,0.7205882352941176,0.7205882352941176,0.15577889447236182,0,0,-11.0,11,1.0,0.9382022471910112,601.4235734939575,-0.01828993821458599,198,3.0792191309026093,sha256:e163b67db8dfe237d5d853fa2e192aa15221ff7a26ba248658967a9f4e92a6ff,NEW
Local+Cond,27,0.5,n/a — no frozen canonical overall WER,0.32222222222222224,0.7205882352941176,0.7205882352941176,0.17587939698492464,0,0,-17.0,17,1.0,0.9044943820224719,1258.0289006233215,-0.013513203068369041,218,6.158438261805219,sha256:e163b67db8dfe237d5d853fa2e192aa15221ff7a26ba248658967a9f4e92a6ff,NEW
Local+Cond,27,1.0,n/a — no frozen canonical overall WER,1.2777777777777777,0.8382352941176471,2.264705882352941,0.9447236180904522,0,8,-156.0,150,0.5789473684210527,0.16853932584269662,8424.936150550842,-0.018516460803065002,939,12.316876523610437,sha256:e163b67db8dfe237d5d853fa2e192aa15221ff7a26ba248658967a9f4e92a6ff,NEW
Local+Cond,27,2.0,n/a — no frozen canonical overall WER,1.2333333333333334,0.7352941176470589,2.0,0.9748743718592965,12,13,-185.0,179,0.3157894736842105,0.033707865168539325,19459.207055091858,-0.009507067758528802,1596,24.633753047220875,sha256:e163b67db8dfe237d5d853fa2e192aa15221ff7a26ba248658967a9f4e92a6ff,NEW
Local,27,0.25,n/a — no frozen canonical overall WER,0.3111111111111111,0.7205882352941176,0.7205882352941176,0.16080402010050251,0,0,-13.0,13,1.0,0.9269662921348315,714.3491871356964,-0.018198382855485137,234,3.0792191309026093,sha256:c8193a6c5d4b410fbb2895ff40cca2dbf4987a25ca3f45696ad350acd0c946bc,NEW
Local,27,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.4411764705882353,0.4411764705882353,0.21608040201005024,19,0,-13.0,26,1.0,0.8539325842696629,1322.6247453689575,-0.009828940555904645,227,6.158438261805219,sha256:c8193a6c5d4b410fbb2895ff40cca2dbf4987a25ca3f45696ad350acd0c946bc,NEW
Local,27,1.0,n/a — no frozen canonical overall WER,0.8851851851851852,0.8823529411764706,0.9411764705882353,0.864321608040201,0,11,-162.0,156,0.42105263157894735,0.15168539325842698,4340.653366088867,-0.03732157035749888,465,12.316876523610437,sha256:c8193a6c5d4b410fbb2895ff40cca2dbf4987a25ca3f45696ad350acd0c946bc,NEW
Local,27,2.0,n/a — no frozen canonical overall WER,1.5333333333333334,0.9117647058823529,3.161764705882353,0.9849246231155779,0,13,-185.0,179,0.3157894736842105,0.033707865168539325,10319.896052360535,-0.017926537153219076,816,24.633753047220875,sha256:c8193a6c5d4b410fbb2895ff40cca2dbf4987a25ca3f45696ad350acd0c946bc,NEW
Raw+Cond,27,0.25,n/a — no frozen canonical overall WER,0.3074074074074074,0.7205882352941176,0.7205882352941176,0.15577889447236182,0,0,-11.0,11,1.0,0.9382022471910112,601.4651744365692,-0.01828867317264778,198,3.0792191309026093,sha256:ea64f75c5ffaf294e9a1182605e9a4c0336da1609d674833c2f61e6ad66f9c72,NEW
Raw+Cond,27,0.5,n/a — no frozen canonical overall WER,0.32222222222222224,0.7205882352941176,0.7205882352941176,0.17587939698492464,0,0,-17.0,17,1.0,0.9044943820224719,1257.890751361847,-0.013514687171040143,218,6.158438261805219,sha256:ea64f75c5ffaf294e9a1182605e9a4c0336da1609d674833c2f61e6ad66f9c72,NEW
Raw+Cond,27,1.0,n/a — no frozen canonical overall WER,1.2814814814814814,0.8382352941176471,2.2941176470588234,0.9396984924623115,0,8,-156.0,150,0.5789473684210527,0.16853932584269662,8403.609069347382,-0.01856345276329172,937,12.316876523610437,sha256:ea64f75c5ffaf294e9a1182605e9a4c0336da1609d674833c2f61e6ad66f9c72,NEW
Raw+Cond,27,2.0,n/a — no frozen canonical overall WER,1.2444444444444445,0.7352941176470589,2.0441176470588234,0.9748743718592965,12,13,-185.0,179,0.3157894736842105,0.033707865168539325,17310.408143043518,-0.010687211905765803,1417,24.633753047220875,sha256:ea64f75c5ffaf294e9a1182605e9a4c0336da1609d674833c2f61e6ad66f9c72,NEW
Raw,27,0.25,n/a — no frozen canonical overall WER,0.3111111111111111,0.7205882352941176,0.7205882352941176,0.16080402010050251,0,0,-13.0,13,1.0,0.9269662921348315,692.9357612133026,-0.01876075781864328,227,3.0792191309026093,sha256:637685bcdf3ac5b749031da301b32492da697fa5776b77dbcf719a2de3a30f55,NEW
Raw,27,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.4411764705882353,0.4411764705882353,0.21608040201005024,19,0,-13.0,26,1.0,0.8539325842696629,1322.6619009971619,-0.00982866444569034,227,6.158438261805219,sha256:637685bcdf3ac5b749031da301b32492da697fa5776b77dbcf719a2de3a30f55,NEW
Raw,27,1.0,n/a — no frozen canonical overall WER,0.8777777777777778,0.8529411764705882,0.9117647058823529,0.864321608040201,0,9,-160.0,154,0.5263157894736842,0.15168539325842698,4328.406850814819,-0.03696510182952883,464,12.316876523610437,sha256:637685bcdf3ac5b749031da301b32492da697fa5776b77dbcf719a2de3a30f55,NEW
Raw,27,2.0,n/a — no frozen canonical overall WER,1.5333333333333334,0.9117647058823529,3.161764705882353,0.9849246231155779,0,13,-185.0,179,0.3157894736842105,0.033707865168539325,10372.807278633118,-0.017835094688501574,816,24.633753047220875,sha256:637685bcdf3ac5b749031da301b32492da697fa5776b77dbcf719a2de3a30f55,NEW
Conditioning,28,0.25,n/a — no frozen canonical overall WER,0.29259259259259257,0.6911764705882353,0.6911764705882353,0.1457286432160804,2,0,-7.0,9,1.0,0.949438202247191,693.3388545513153,-0.010096073448140957,199,3.56619606301625,sha256:810e7acf84986823988cfbb46f5aaa1f4db1edec4e5113d3f3a98c523630258d,NEW
Conditioning,28,0.5,n/a — no frozen canonical overall WER,0.3,0.6617647058823529,0.6617647058823529,0.1658291457286432,4,0,-9.0,13,1.0,0.9269662921348315,1499.0627732276917,-0.006003751250937772,229,7.1323921260325,sha256:810e7acf84986823988cfbb46f5aaa1f4db1edec4e5113d3f3a98c523630258d,NEW
Conditioning,28,1.0,n/a — no frozen canonical overall WER,1.0,0.23529411764705882,1.6176470588235294,0.7889447236180904,36,3,-124.0,140,0.8421052631578947,0.2303370786516854,5695.482125282288,-0.02177164237765984,558,14.264784252065,sha256:810e7acf84986823988cfbb46f5aaa1f4db1edec4e5113d3f3a98c523630258d,NEW
Conditioning,28,2.0,n/a — no frozen canonical overall WER,3.8666666666666667,0.7941176470588235,12.426470588235293,0.9849246231155779,8,13,-184.0,181,0.3157894736842105,0.02247191011235955,21256.79004764557,-0.008656057644996126,1600,28.52956850413,sha256:810e7acf84986823988cfbb46f5aaa1f4db1edec4e5113d3f3a98c523630258d,NEW
Local+Cond,28,0.25,n/a — no frozen canonical overall WER,0.3111111111111111,0.7205882352941176,0.7205882352941176,0.16080402010050251,0,0,-12.0,12,1.0,0.9325842696629213,707.119199514389,-0.016970264713843077,200,3.56619606301625,sha256:85e1cfc1dbd8ecb1574c41bd1dbb118a2f1644644c4be7fdf00db5196ba4498c,NEW
Local+Cond,28,0.5,n/a — no frozen canonical overall WER,0.37407407407407406,0.6470588235294118,0.6470588235294118,0.271356783919598,5,0,-31.0,36,1.0,0.797752808988764,1604.411642074585,-0.01932172466656714,239,7.1323921260325,sha256:85e1cfc1dbd8ecb1574c41bd1dbb118a2f1644644c4be7fdf00db5196ba4498c,NEW
Local+Cond,28,1.0,n/a — no frozen canonical overall WER,1.211111111111111,0.6029411764705882,0.6764705882352942,1.3819095477386936,15,7,-135.0,137,0.631578947368421,0.23595505617977527,5963.049345970154,-0.022639423584719015,545,14.264784252065,sha256:85e1cfc1dbd8ecb1574c41bd1dbb118a2f1644644c4be7fdf00db5196ba4498c,NEW
Local+Cond,28,2.0,n/a — no frozen canonical overall WER,2.1703703703703705,0.8676470588235294,5.720588235294118,0.9748743718592965,1,11,-182.0,177,0.42105263157894735,0.033707865168539325,17493.414982795715,-0.010403914854760601,1207,28.52956850413,sha256:85e1cfc1dbd8ecb1574c41bd1dbb118a2f1644644c4be7fdf00db5196ba4498c,NEW
Local,28,0.25,n/a — no frozen canonical overall WER,0.3037037037037037,0.7205882352941176,0.7205882352941176,0.1507537688442211,0,0,-11.0,11,1.0,0.9382022471910112,823.529454946518,-0.01335714215676034,232,3.56619606301625,sha256:edb9787b8080e013b510cf79b3d43f0d13b2295fea070d1d4c803d2c28db3fe9,NEW
Local,28,0.5,n/a — no frozen canonical overall WER,0.337037037037037,0.7205882352941176,0.7205882352941176,0.18090452261306533,0,0,-18.0,18,1.0,0.898876404494382,1587.960319519043,-0.01133529583752558,232,7.1323921260325,sha256:edb9787b8080e013b510cf79b3d43f0d13b2295fea070d1d4c803d2c28db3fe9,NEW
Local,28,1.0,n/a — no frozen canonical overall WER,0.8814814814814815,0.38235294117647056,0.5147058823529411,0.7286432160804021,25,2,-111.0,124,0.8947368421052632,0.3089887640449438,6175.367115020752,-0.017974639876875885,549,14.264784252065,sha256:edb9787b8080e013b510cf79b3d43f0d13b2295fea070d1d4c803d2c28db3fe9,NEW
Local,28,2.0,n/a — no frozen canonical overall WER,2.2,0.8676470588235294,5.882352941176471,0.9597989949748744,0,10,-179.0,173,0.47368421052631576,0.05056179775280899,12250.108785629272,-0.014612115135662037,826,28.52956850413,sha256:edb9787b8080e013b510cf79b3d43f0d13b2295fea070d1d4c803d2c28db3fe9,NEW
